INIT;DRIVER_INIT_ZERO;DRIVER_INIT_LIST_ONE;ECUM_STATE_STARTUP_TWO;DRIVER_INIT_TWO;NVM_READALL;NVM_READALL_FINISHED;DRIVER_INIT_THREE;OPERATION;PREP_SHUTDOWN;ON_GO_OFF_ONE_A_CALLOUT;NVM_WRITEALL;NVM_WRITEALL_FINISHED;SHUTDOWN_2;PHASE_LAST;NUMBER_OF_PHASE;
0;0;19822;1885;23564;22541;3162;17443;157565071;10009;9983;10022;0;0;0;0;
0;0;19838;1887;23643;22840;2783;17503;152065017;10003;9982;10032;0;0;0;0;
0;0;19837;1887;23633;22925;2707;17490;155165027;10007;9980;10024;0;0;0;0;
0;0;19825;1885;23559;22911;2799;17485;152965029;10005;9979;10022;0;0;0;0;
0;0;19841;1886;23642;23165;2461;17513;155365003;10000;9987;10024;0;0;0;0;
0;0;19839;1886;23624;23251;2391;17501;153165015;10003;9989;10034;0;0;0;0;
0;0;19826;1884;23559;23292;2416;17463;154165062;9996;9984;0;0;0;0;0;
0;0;19826;1884;23559;21475;4236;17451;153165065;10004;9984;10018;0;0;0;0;
0;0;19838;1887;23645;21722;3898;17545;150964974;10005;9984;10018;0;0;0;0;
0;0;19826;1884;23562;21697;4008;17483;153965038;10006;9975;10026;0;0;0;0;
0;0;19825;1885;23561;21865;3841;17497;154965022;10002;9983;10032;0;0;0;0;
0;0;19838;1887;23641;22050;3575;17517;154965004;9999;9984;10021;0;0;0;0;
0;0;19839;1887;23644;22152;3469;17533;154164987;9996;9991;10020;0;0;0;0;
0;0;19838;1887;23625;22303;3338;17534;153164987;10003;9977;10029;0;0;0;0;
0;0;19839;1887;23634;22401;3233;17540;153264972;10004;9982;10034;0;0;0;0;
0;0;19837;1886;23632;22574;3061;17535;153064983;10002;9984;10021;0;0;0;0;
0;0;19827;1883;23563;22560;3145;17448;155165072;9997;9983;10031;0;0;0;0;
0;0;19837;1886;23640;22775;2853;17527;154064989;10003;9982;10036;0;0;0;0;
0;0;19827;1885;23565;22842;2862;17481;154975033;10004;9981;10027;0;0;0;0;
0;0;19827;1884;23562;22884;2822;17466;154965047;10002;9986;10023;0;0;0;0;
0;0;19826;1883;23564;23013;2692;17483;153065035;10001;9985;10030;0;0;0;0;
0;0;19838;1887;23624;23266;2376;17518;155465006;9990;9988;10024;0;0;0;0;
0;0;19838;1885;23629;23364;2274;17534;154364988;9995;9988;10027;0;0;0;0;
0;0;19826;1884;23565;23402;2301;17471;154065047;10004;9981;0;0;0;0;0;
0;0;19838;1885;23620;21532;4115;17548;153964972;9998;9986;10025;0;0;0;0;
0;0;19826;1884;23562;21507;4198;17469;152965049;10002;9982;10035;0;0;0;0;
0;0;19796;1884;23562;21617;4091;17468;152265051;10001;9984;10037;0;0;0;0;
0;0;19808;1887;23642;21864;3758;17503;153165017;10006;9978;10037;0;0;0;0;
0;0;19838;1886;23625;21974;3668;17507;151165010;10001;9984;10027;0;0;0;0;
0;0;19842;1887;23632;22058;3576;17497;153175023;10002;9982;10035;0;0;0;0;
0;0;19838;1886;23642;22185;3442;17501;151165016;10004;9982;10020;0;0;0;0;
0;0;19826;1885;23565;22190;3513;17440;154365078;10001;9986;10018;0;0;0;0;
0;0;19837;1888;23625;22489;3149;17507;154065017;9997;9981;10041;0;0;0;0;
0;0;19825;1885;23560;22415;3292;17447;152265069;10003;9982;10024;0;0;0;0;
0;0;19838;1886;23642;22696;2927;17508;155065014;9999;9980;10025;0;0;0;0;
0;0;19825;1885;23561;22712;2994;17448;153975069;10002;9983;10024;0;0;0;0;
0;0;19825;1885;23561;22802;2904;17454;153065065;10003;9978;10027;0;0;0;0;
0;0;19837;1888;23640;23020;2607;17545;154164971;10006;9982;10020;0;0;0;0;
0;0;19838;1886;23634;23187;2445;17516;153265005;10002;9978;10027;0;0;0;0;
0;0;19840;1887;23618;23266;2383;17510;153265006;10002;9986;10025;0;0;0;0;
0;0;19823;1885;23562;23314;2391;17461;155265055;10004;9982;0;0;0;0;0;
0;0;19825;1885;23558;21503;4207;17473;153965046;9999;9983;10029;0;0;0;0;
0;0;19825;1885;23562;21618;4087;17483;154365042;9993;9982;10027;0;0;0;0;
0;0;19824;1885;23562;21701;4004;17480;154065038;10001;9987;10016;0;0;0;0;
0;0;19827;1884;23560;21868;3839;17459;154265060;9999;9987;10018;0;0;0;0;
0;0;19825;1885;23564;21958;3744;17479;154265040;10003;9984;10025;0;0;0;0;
0;0;19837;1886;23635;22165;3466;17531;154164989;10000;9984;10027;0;0;0;0;
0;0;19809;1886;23639;22302;3327;17537;152974981;10002;9986;10024;0;0;0;0;
0;0;19824;1884;23563;22316;3389;17456;153165060;10003;9985;10023;0;0;0;0;
0;0;19825;1884;23559;22435;3276;17470;151975046;10002;9983;10022;0;0;0;0;
0;0;19826;1884;23561;22591;3115;17487;153165032;10000;9988;10019;0;0;0;0;
0;0;19839;1886;23618;22808;2841;17516;155965003;10003;9983;10040;0;0;0;0;
0;0;19825;1885;23561;22808;2898;17491;151265030;10002;9978;10026;0;0;0;0;
0;0;19827;1883;23566;22921;2781;17454;152265061;10002;9987;10023;0;0;0;0;
0;0;19836;1886;23632;23126;2508;17541;153164977;9996;9995;10029;0;0;0;0;
0;0;19825;1884;23560;23163;2546;17491;153165026;10001;9984;10023;0;0;0;0;
0;0;19825;1884;23567;23255;2445;17470;152165049;10001;9985;10021;0;0;0;0;
0;0;19839;1887;23635;23543;2088;17539;153264980;9999;9983;0;0;0;0;0;
0;0;19838;1886;23625;21504;4137;17482;152965036;10001;9988;10023;0;0;0;0;
0;0;19826;1885;23559;21498;4210;17445;179175076;9994;9983;10041;0;0;0;0;
0;0;19839;1887;23630;21705;3929;17487;155165034;10007;9972;10035;0;0;0;0;
0;0;19838;1886;23628;21848;3791;17503;153065013;10005;9987;10018;0;0;0;0;
0;0;19826;1885;23562;21850;3855;17431;156465086;10001;9987;10020;0;0;0;0;
0;0;19838;1886;23630;22084;3553;17525;155064993;10007;9987;10016;0;0;0;0;
0;0;19795;1885;23563;22092;3615;17448;152365070;9999;9986;10024;0;0;0;0;
0;0;19837;1886;23630;22299;3338;17495;155065023;10003;9985;10021;0;0;0;0;
0;0;19826;1883;23561;22343;3365;17461;154065056;10003;9983;10019;0;0;0;0;
0;0;19838;1887;23646;22549;3072;17492;152965022;10002;9989;10016;0;0;0;0;
0;0;19839;1886;23628;22697;2942;17494;155265024;9999;9991;10022;0;0;0;0;
0;0;19837;1886;23621;22782;2864;17513;152265007;10000;9975;10043;0;0;0;0;
0;0;19826;1884;23563;22830;2877;17441;155265078;9999;9982;10022;0;0;0;0;
0;0;19838;1886;23640;23003;2623;17502;154265016;10001;9979;10041;0;0;0;0;
0;0;19837;1886;23629;23151;2487;17519;155164997;10005;9982;10032;0;0;0;0;
0;0;19826;1884;23561;23181;2526;17451;155265066;10001;9984;10027;0;0;0;0;
0;0;19794;1884;23560;23292;2417;17441;153265073;10006;9984;0;0;0;0;0;
0;0;19826;1885;23562;21505;4200;17455;152265062;10004;9979;10028;0;0;0;0;
0;0;19825;1886;23564;21632;4071;17468;153065046;10005;9986;10021;0;0;0;0;
0;0;19826;1885;23565;21709;3994;17448;154065068;10003;9982;10026;0;0;0;0;
0;0;19840;1886;23630;21944;3691;17527;153164995;9999;9983;10021;0;0;0;0;
0;0;19827;1885;23562;21975;3730;17480;153165037;10003;9981;10027;0;0;0;0;
0;0;19839;1887;23634;22164;3469;17523;153064996;9997;9988;10021;0;0;0;0;
0;0;19825;1884;23562;22187;3519;17465;152265051;10003;9985;10021;0;0;0;0;
0;0;19808;1886;23630;22404;3231;17556;153064964;9998;9985;10032;0;0;0;0;
