INIT;DRIVER_INIT_ZERO;DRIVER_INIT_LIST_ONE;ECUM_STATE_STARTUP_TWO;DRIVER_INIT_TWO;NVM_READALL;NVM_READALL_FINISHED;DRIVER_INIT_THREE;OPERATION;PREP_SHUTDOWN;ON_GO_OFF_ONE_A_CALLOUT;NVM_WRITEALL;NVM_WRITEALL_FINISHED;SHUTDOWN_2;PHASE_LAST;NUMBER_OF_PHASE;
0;0;19825;1891;23569;23103;2591;17410;152365109;10000;9982;10024;0;0;0;0;
0;0;19838;1892;23633;21434;4193;17486;152365034;10003;9985;10019;0;0;0;0;
0;0;19826;1890;23571;21409;4282;17459;155565057;10002;9989;10018;0;0;0;0;
0;0;19825;1891;23567;21606;4087;17436;152365087;9996;9987;10019;0;0;0;0;
0;0;19839;1892;23647;21788;3826;17488;152565032;10004;9977;10022;0;0;0;0;
0;0;19842;1892;23632;21900;3728;17500;154365016;10004;9985;10022;0;0;0;0;
0;0;19840;1892;23631;22007;3623;17487;153365030;10006;9984;10015;0;0;0;0;
0;0;19827;1891;23575;22012;3673;17433;151365088;9998;9988;10017;0;0;0;0;
0;0;19839;1893;23631;22224;3404;17507;152465011;10003;9986;10023;0;0;0;0;
0;0;19826;1891;23577;22220;3463;17412;158365110;10000;9984;10031;0;0;0;0;
0;0;19825;1891;23574;22366;3321;17443;153565077;10000;9986;10021;0;0;0;0;
0;0;19840;1892;23637;22569;3055;17498;154665022;9999;9990;10015;0;0;0;0;
0;0;19826;1892;23574;22572;3112;17434;153565091;9999;9983;10020;0;0;0;0;
0;0;19825;1890;23570;22752;2939;17427;151565089;9999;9987;10021;0;0;0;0;
0;0;19839;1892;23633;22955;2670;17483;153375038;10005;9983;10022;0;0;0;0;
0;0;19828;1890;23569;22929;2764;17438;153365082;10003;9984;10023;0;0;0;0;
0;0;19839;1892;23623;23152;2485;17485;151365032;10006;9980;10035;0;0;0;0;
0;0;19840;1892;23629;23277;2354;17508;153465014;10003;9980;120001;0;0;0;0;
0;0;19828;1890;23568;21176;4518;17427;154465094;9996;9989;10020;0;0;0;0;
0;0;19839;1892;23628;21442;4190;17465;151565052;10002;9988;10018;0;0;0;0;
0;0;19841;1892;23626;21531;4104;17468;151675048;10006;9982;10026;0;0;0;0;
0;0;19825;1892;23567;21515;4178;17417;153365101;10005;9983;10018;0;0;0;0;
0;0;19826;1891;23569;21670;4021;17425;152365096;10001;9983;10022;0;0;0;0;
0;0;19826;1891;23572;21763;3926;17399;152465119;9999;9984;10025;0;0;0;0;
0;0;19841;1892;23645;21972;3642;17462;151465058;10007;9981;10032;0;0;0;0;
0;0;19839;1891;23637;22123;3501;17495;152565028;9995;9988;10023;0;0;0;0;
0;0;19827;1889;23569;22080;3614;17396;153565120;10004;9985;10023;0;0;0;0;
